ID_VENTA,ID_CLIENTE,ID_PRODUCTO,Cantidad
124069646,65917772,22926776,39
433575306,11364882,81700743,14
410618340,59447379,25922415,7
716644546,46271648,84090643,48
745745703,68549586,36341507,49
633880593,60071781,20069421,19
492796200,68107722,77804245,27
361124864,85440897,97570954,22
868953408,33399996,30537786,7
844512127,84252077,60669286,30
615278012,57634057,39198093,44
646360344,22253286,47965680,23
120641625,65313728,75723130,15
365344014,77637060,81302424,6
849416451,29883842,26181472,34
338317218,20447780,80897537,3
106139582,55843464,23485398,47
866668046,13156964,96019105,41
237406331,55569304,44368151,39
176521877,78546305,83700162,24
315714887,65764577,98920875,7
220713763,10895675,16046337,19
639484768,31985806,90365533,17
649892211,87860944,96100409,18
485544577,48463442,13873087,48
126801088,97582477,32186923,25
312538894,24212731,21481562,25
868272351,87589393,11036211,49
513401290,60331967,41735636,13
392398246,80276077,97324985,44
855689342,54277459,80374623,23
107712542,41179867,16987054,8
417355596,77004830,80284860,41
110276184,84502287,20992775,41
630410612,34941460,60138607,5
264120077,89001711,20619954,14
836986443,79556912,71023598,35
476119088,15575299,99102092,19
957833517,50443382,49498899,11
633863385,30169228,23851017,31
124428694,56939607,14694199,40
990906198,55898017,60292507,24
739870831,61809794,65392581,21
708419228,11723644,56050320,36
757170739,18172510,32315057,46
954759560,69742158,33526130,20
120003799,62089959,56866145,50
284340355,11571578,54048189,16
158837471,59358878,29156332,9
855336984,78789724,99711200,4
108364179,26308111,83161595,45
570792680,93463170,76417682,21
685706461,11854586,26550340,22
489533555,76007041,31550044,18
312491753,91884768,31427996,34
256745149,83794219,34245606,18
963500353,58893785,32564702,39
557987889,98965748,79027898,9
356926824,26023131,19858083,9
829899603,30086955,59097884,26
695594395,76423420,79128873,40
324451633,55037522,63441647,20
704048960,37280052,74207799,13
385738975,31844669,55491929,18
354233276,30152058,41413565,17
358001211,22159555,94125654,9
453869472,10447188,46563700,29
453969614,10427478,24590359,29
163635826,76580916,20192656,12
914437285,91537381,92958783,50
398921496,45470884,98647171,9
423563073,64510936,61360053,30
526678582,71856288,84352927,46
484076198,34419248,34312377,20
384947169,34739157,69878213,36
434292630,60051617,64635505,18
260598815,33617032,65430700,34
931297943,33870933,73028003,9
231419014,86724698,44494321,19
606637280,79560520,45354999,13
963637792,65465571,65497520,12
796810463,66040258,31400488,7
191647425,26125658,60886986,6
680180390,96401238,97625824,3
382679998,36181111,38535416,46
728518606,93391156,72783454,31
883568360,37097136,74483250,38
598323536,28122849,29050643,14
613251437,41304980,67438285,9
941782741,86217417,67965239,17
403427130,26825652,14133135,42
433657307,78495151,52418756,39
147022542,17946031,84604798,30
110688399,67294324,21815326,15
746455440,58849922,85782901,22
740804501,81927530,62592174,21
844560839,24437316,38392120,39
842705629,19120630,47028019,48
996873438,59823948,20515175,28
859737828,95202399,55747203,27
158636173,46900483,47700675,6
710741374,69604549,46901973,7
731807506,59484105,56722046,40
564222748,51238983,53757055,27
284662882,91922967,44812304,25
706583231,51855622,74775228,36
338565860,76103281,60589258,5
321543030,16759784,10765713,26
708266858,69801809,40234340,22
655420905,39478936,29827886,15
648499801,28263013,47154861,39
158505862,93966941,88588008,20
674530727,14107732,93484494,36
548458382,90860331,59303904,41
911063903,63276958,35353029,39
176000512,34405532,63232382,14
763382371,56859406,84880273,16
721809139,50285267,10165916,11
769235004,52319570,46835961,16
804814910,20131252,57017067,1
363379899,50378514,80988726,46
697933185,15429276,10434824,32
975570630,35464121,76286668,29
118160778,20986633,19706032,36
946266446,51139379,68346568,19
785416078,54672009,91189252,47
935163058,36965050,40141185,44
453672823,30119524,97903181,9
395319536,78987410,17313284,39
767716094,55771840,93328053,37
960850644,52862228,63813328,39
207135901,42394499,89765152,5
759764554,75046936,75832699,27
138504485,87630247,89052076,38
576867060,44783117,78159966,19
389247188,81451748,83887705,35
866025482,31258207,44109631,40
278467827,48132593,35132253,37
593044557,22317730,42454064,32
545012432,80813909,70164911,46
896562119,83749195,14306782,11
427002657,98220779,30292458,2
922676333,80328635,89190469,49
958516252,79791958,47822036,38
808309398,88979139,56636573,30
136736459,53668842,69768641,30
749971955,31972944,62103361,49
752649115,65644837,69016055,28
296754253,13297634,56999181,23
929797739,98926763,41862231,29
908417442,62134727,23954665,48
683597943,82599566,48005888,27
886539318,89762732,45697401,41
507165101,52847333,91056520,8
679003733,68739488,29198400,45
512499916,52817143,87629027,27
715636899,62274841,75365653,35
827327752,26838976,84438506,18
586664196,85882613,17606063,15
943099581,17612671,97380526,16
118590765,24740534,67650930,9
575834339,25931267,23942832,19
562929156,92514990,27956420,40
766372759,14464105,55681154,15
414284075,51453265,90536684,37
643353451,80474288,74569186,19
640086989,71800031,10807880,20
876369289,72961139,93138669,21
316601724,66821878,93846464,18
827732174,39812232,62844242,45
979931539,31760766,93032557,36
618216183,88938508,84449526,45
626261829,42439261,35223414,15
988972015,73293001,71509169,24
934522699,37980205,57604448,21
279231917,87091361,26251214,24
319723465,95880552,42872379,11
480082934,31393071,22266363,45
829307879,71129615,92105956,39
691745020,11939649,76677089,40
125661549,36161600,56075432,18
394664300,19361547,34459628,5
866042391,26416166,84140827,46
361534442,45601684,97777982,37
357541279,41637173,10050124,31
559888141,47261984,91139306,28
475432278,76796182,32170725,36
672357706,69959530,85994467,32
454427932,64163071,80983129,15
428921483,43438102,94993666,8
919285234,70478725,71816756,39
153025393,24555499,66119616,46
497013438,14043751,10252151,1
924205238,82504592,23186751,43
652943256,59389378,86195205,28
946599142,63646441,30131405,23
402298265,21061987,81081379,39
880331473,72486080,98786261,32
199307747,53990773,80527193,17
279163314,69621461,48741532,27
726883698,66993314,59424895,44
965800438,26724426,83831208,48
925589043,39254680,68775843,43
324087504,92793434,55182872,9
973526203,45194932,75904139,34
584409028,95395534,85719804,30
376533201,33622824,41584318,23
729559364,10751511,37372328,43
381905055,47081981,53602261,29
700982888,74332645,32865081,12
869012175,94717268,79937954,40
180506663,93967175,37429342,20
154514608,13774729,87848104,34
361994477,63378317,60033451,1
222346977,38906399,72009565,10
678333825,43611781,27361026,30
323781725,22385724,58879500,39
707765066,43725100,57652711,26
404173132,10785114,34987712,21
183784111,30311846,81696409,32
181969251,88119434,26717561,13
873834080,54075670,87787622,14
268559073,27234094,57899435,42
245349568,93615786,17698533,6
677308191,78478125,10850078,28
954505597,13891665,87139307,31
184546293,67543759,75168162,48
832332555,87986517,55616137,14
990341550,96764687,77088085,39
289526295,98651619,14851619,47
869613990,86610279,29721713,24
725253775,47578312,44659119,14
508331473,47912440,66783602,19
576789478,19816031,59347223,15
371645603,74061388,53278414,38
738784185,74766398,49750958,48
864599444,31295347,71215612,49
410665974,16376051,43542690,24
777325530,23197361,68872003,26
610370821,26003366,34330932,27
246492705,99051035,54753368,27
209396180,65394748,80034409,24
367654538,62662624,84556827,50
475956866,22441767,34868748,16
367066439,96219907,10179748,34
858587392,67834433,46869829,2
529451249,93305932,21046311,23
693352095,71585572,27808965,15
408856796,94146594,18981122,1
486822172,57775195,63283098,5
428541967,46220242,89220835,6
945763558,61977469,29911849,10
322995050,51875648,56512689,44
589395451,94189871,40568499,47
364900957,52437951,53897090,2
665827132,15262745,93399300,38
141040681,42921412,86430666,11
745883011,90603363,75301925,41
698655524,13588775,57040706,44
779530560,62635304,77274525,26
279042386,28403783,78300436,28
165501462,60201798,59031096,21
509299494,86207760,30155704,49
218649997,83481234,28041074,33
552281616,76960782,77705535,16
615476016,11496065,28524371,25
823293568,59338146,94996646,28
509292335,64956043,84076039,38
550551347,40256382,39438850,47
514717754,78211111,43296179,7
598166544,75979844,50526256,13
212393900,89882596,83101824,8
333520060,65757783,43555854,13
538414091,23084106,42187871,21
858091864,34926069,33502193,14
909829710,16212119,13484471,20
192939044,26501372,31303234,6
796341098,61940632,64964793,23
711217139,59728859,56866151,21
690013802,36898306,76703170,22
405067473,38866520,63650706,2
273993571,22837546,61335148,11
799613302,45008533,56359937,45
802946646,43420396,71251180,37
101621727,82244830,25162922,10
141118634,47163516,92001613,10
643049649,86913734,12416379,38
849646981,56534660,79106016,42
745815555,62573389,84850579,27
603032376,87982445,51393738,41
730329953,89014984,50670098,37
140726521,69090121,59195934,32
700307124,52349146,79327066,9
635045936,44240820,12430748,30
263070751,32979101,89535281,23
907789362,48915677,83743719,46
598399745,18164821,54765387,48
517907571,27270188,85988960,29
198620952,80843346,55608683,8
736205552,45983791,10347762,27
286682406,44253635,75502119,8
100442414,16329991,53254861,6
328955451,28971138,31209026,10
107853989,41310111,47891477,26
324788668,15990320,52837706,17
709642565,12639941,25813177,25
132682733,29321049,75612216,47
727377622,66958565,33050056,5
602190119,66485019,73138211,41
275710312,33243885,47904622,41
728043382,78454748,76693261,41
289560129,29365885,37529424,4
876060064,24059159,38640413,30
193218057,20048850,72094090,12
818445197,30932002,94643105,21
661143190,19644670,58428697,12
480044099,27736074,70790918,48
826079345,55911513,93030483,44
890772361,49532214,21623956,30
701731761,82679761,60589692,18
433500237,64461257,20989810,29
681761602,54501305,25379803,13
998981878,43727956,57136432,45
783041808,84114422,23953509,17
949039915,84830570,95498668,6
808621199,27717207,76786527,26
862705200,13303004,11637444,39
534148953,29692805,96563737,24
666601383,28299475,68435702,17
624647020,30735482,87020098,8
770610120,90540375,79072939,17
788717471,44314682,26924458,9
330968771,10306614,40042285,33
900105339,85781866,63537742,2
794360673,63834176,91793400,23
288592260,37160487,15510544,39
314035795,23533794,62692180,2
526436971,95942268,63474345,10
257035948,32796876,55095794,20
780516295,77352044,26194839,40
893129600,20067321,24366351,46
295693784,88738203,34794857,11
311461276,24468280,59017443,26
170638052,30412006,69370282,44
542327381,16098884,66126242,44
576511429,95422152,38810070,13
226422580,64247248,84896234,47
159703476,48333723,90167104,6
414490609,80328562,71689373,6
104631718,40221219,94792071,17
493267400,33665231,38732820,36
554104821,23140336,87276337,29
293135749,29769143,26269093,22
897001774,42738733,96572994,45
785085061,52147922,66428445,36
767944920,63164572,26901927,27
736663034,89037796,24138110,10
396511464,38655056,23627786,14
531428651,62413195,57019614,33
553599329,10703232,63489961,1
331553597,92359575,79365140,45
648268752,70519532,83096797,47
502859635,75147551,52123533,22
569033716,73679038,32065953,43
828597851,39544790,42922650,14
641101303,16178972,58714098,23
687480429,33439854,99438435,9
313295026,35456888,19233041,50
681864793,20337919,15401532,21
232246007,84444333,13507014,13
163278752,33814591,85066486,42
324398325,33536884,56675495,30
573283111,10625278,69416897,40
200713682,27312834,95137258,11
770525977,17878173,35279789,7
908793106,26378773,46189630,1
149869683,50075284,60058279,40
523018661,74630236,67589757,27
796819687,88470466,51136505,20
498319105,55426873,92919267,41
855479877,22501137,39652359,22
509409719,11751642,38101630,34
708833603,65290000,42572025,23
598452340,51490727,63272268,35
112542008,19391498,70519796,19
679159183,61485699,37646150,6
500827054,70556986,78209834,34
394350505,73023367,33625663,28
490422666,98464774,47693735,25
379091298,95042229,78051562,44
966253763,60369476,14788342,48
944448298,65139156,27622784,37
331432459,68058601,18195247,21
424776097,57938948,29963807,19
717360221,40231155,46259431,4
700379976,11858701,30652519,11
822846161,56151440,85289196,7
158547551,74154283,12737374,34
149994392,26078291,22739492,25
642176379,46680509,96317893,24
839376800,80600967,53423386,48
710864867,13532195,44572362,1
487344086,64024106,10853540,50
181032800,53410410,31662447,36
492089443,76365616,59058097,3
941924561,34463577,14011771,8
603019377,45991532,73758027,3
319808895,13299537,26145103,14
429705193,26329686,13597159,24
269847614,61196970,96136722,45
780329812,24623766,92548224,31
260241563,64734317,88993426,13
369188528,11721028,55551515,47
286222213,89024778,69824777,21
987462819,66479910,23940492,11
373230540,54452822,55057492,21
671453787,62323009,38099356,13
748675651,46605065,62214710,33
860235152,17237581,34897641,19
174448031,98057874,90186089,2
216286715,23023835,80461516,48
256787499,69464585,36432741,40
232463632,51278357,34373732,22
964012172,16555584,62955267,46
550739904,98838587,91443308,33
376181425,98019310,95040722,28
849878973,79517159,75881950,3
457158614,68307205,46664567,36
268565547,15618162,94218078,25
267223396,32200916,53173136,43
647235889,68892525,36922957,15
168343798,68835681,31619066,33
785185440,52711248,51578382,15
877738560,53853857,90118175,18
644699418,65468832,22622777,38
154995526,83392736,40738360,40
158567697,45440174,35574717,21
998397531,53371497,30582333,1
367648790,20703488,43709657,11
963734667,43367421,68115596,25
462769505,74684627,18949605,8
765363953,86794846,30211162,25
642455278,21944705,84058765,15
642637631,46083694,84093369,9
847622046,52972149,60282206,15
364248238,56504407,48360503,19
311920016,51587374,76770602,30
572208270,81349128,53527561,12
566963321,34428313,77491872,35
426268428,20015489,98351604,13
727377574,71491401,24852291,13
335083261,71678900,48528612,12
389751951,87091631,70583943,48
304020754,67321243,23903585,40
920344878,42531365,17819271,19
589032891,71649955,64947614,18
302570328,68484075,34565783,40
740143473,80490959,80600367,16
715131986,13289006,36359297,38
483711117,57337571,85522094,19
183586745,68753647,87627337,39
116972972,13018259,78830317,13
854423831,42588522,60689067,8
260786324,15060103,90345195,41
404034945,60094624,39672244,9
928160088,94235442,91051507,12
451539528,36200908,27331573,37
979352893,49032072,62903623,30
360670464,63192855,86473399,25
192047634,96794999,38841506,49
247538874,36947736,65504788,43
866320758,54480649,27534208,5
800223761,55810359,37917695,1
732105591,42861940,23480706,25
102643854,72667527,40179562,33
360374218,41295709,55511530,22
336632628,88230063,44157387,34
652658290,69508646,18006530,28
221982805,33692987,11355299,16
255730438,15504612,76345383,42
972711209,72612373,11782106,11
697897237,28232693,40755408,45
385929769,79337123,75741505,1
175920818,57326650,50525017,30
652501972,40498563,70830633,48
256964461,13972524,12275855,25
210594153,31280821,72685589,48
309003255,26456915,75180583,21
158308349,26140440,61839950,19
710460492,89914550,81354662,40
112588219,87660178,50110824,27
559498795,97711842,14511506,14
455053761,56849666,23952408,1
658862102,61756904,45006844,39
570770387,67242936,89694746,1
432609643,69668924,35201106,26
504155955,25688413,65849147,30
648389496,96137697,32392230,7
916642713,84656498,84208124,9
240770927,24984962,84075886,19
869276108,96453075,39712315,15
706589409,29139260,75953526,32
213995290,39849674,73030310,12
660555227,86041849,60615491,12
114159293,74165720,91102856,21
985369526,13946548,38534704,16
391224765,47330343,49731338,16
438297257,54640184,36816408,21
711704511,54032723,37963129,15
276111970,77906697,96395386,21
239609558,85302751,29376566,1
239133568,59086607,23551901,22
584142290,42607907,94690909,5
233474775,18451630,22549122,12
927143749,89722177,49492121,17
637884054,39363326,44960468,43
390994829,49242100,31057379,18
842000378,72125915,80784241,43
901446360,14925743,58545331,13
137943100,79525545,35176025,20
946678762,85519015,41568644,48
247035370,22375252,59153787,23
474595211,39356358,31593135,13
778882712,67139859,79613057,21
906984084,79434402,30166787,20
399455241,88946865,78579665,42
753309043,84483905,12297170,48
455494781,93273448,64607551,1
441468914,50517767,11951023,6
879051990,27934098,52348752,42
722122664,88597144,25152557,13
917662725,35990579,69904725,13
146492830,72913233,53950502,19
382674098,32071923,52268631,20
434778709,59647228,86823906,6
910583015,27693580,85251097,37
628121953,40187649,24220891,4
811726533,67522510,42007825,3
160171412,76425573,64518360,12
335808537,50519029,48546972,7
366078520,67678692,73958306,44
590379309,43130097,20675113,46
937356927,34658687,18007417,28
654984131,88162485,71743712,6
927232698,78744122,37600679,36
367962266,91375003,29016972,6
763121433,46907829,76213585,13
970626449,11610286,99917933,46
909093562,52015004,42029738,42
842578759,44520298,58769955,41
159691703,24599040,64835317,32
451435738,55281970,90867845,2
846155202,38927155,44492118,27
827590819,10985043,62883177,16
441406887,97235227,78557887,15
652522056,60200950,17080303,10
255793278,31389794,48684623,9
893824233,98384874,98491449,45
216446968,64034665,96981593,45
606317543,22315581,33560589,18
897048211,89607026,71723038,3
806567225,58143505,33873559,50
542524426,24729833,12618027,48
823591034,86111260,51966427,39
557397898,66448211,51914753,5
133196266,24560464,88149243,13
412494574,84847922,73757494,26
842841906,14814556,15996752,1
138980913,31941204,33239084,41
538459311,17644825,65225844,12
309967193,43373878,46435910,26
289725293,91367282,92970770,16
459276771,38357703,24370058,9
681803393,94575533,40977988,34
413088245,24803692,57594400,41
147402266,63701897,10766488,3
327614462,98959418,97478133,47
593094505,60887869,81342157,33
260028844,48067688,10812246,15
106910849,19709090,49614956,13
641983363,54018608,31260259,43
192130606,71151025,76043366,29
528824378,51212360,15187853,25
902794755,36609822,35961485,50
428163447,60287777,83470089,46
386626573,14000981,69143545,7
470316239,58602092,21291644,15
286560917,10849335,25801926,44
349473863,66634095,71252953,1
100855007,78929673,55750996,8
269641377,75010894,63017763,30
101098503,78708174,14466026,22
565828700,19501892,82643610,29
599927519,85853973,11543904,21
904311009,22712417,90515350,7
979014419,47879984,23364777,28
285699720,96062008,38537919,6
422741197,68453411,37571515,36
770394827,87626970,47751922,17
386788997,65917532,41160050,15
664063921,54153027,69585823,8
388368890,10480159,20373301,6
432440260,80039071,18207562,45
469001232,12620300,28064133,10
971812028,64953750,34126199,36
232522709,98441178,49576739,29
796843381,52367968,42304764,27
242433194,45771669,52707992,47
933428757,50242425,30236201,30
414328752,75160368,42262079,1
350788581,16578192,95844182,46
545336371,48708422,39263666,27
649254547,34396115,73114432,9
734375963,21645306,88098195,2
350731131,42043246,48776457,40
367000500,46248503,25419572,8
403039697,62827976,12502591,30
139551283,61793666,97395213,8
636747834,61972166,84953401,10
568684247,19901514,96417868,38
930974801,22659809,98665595,14
901446558,95643891,86210851,28
751685355,21308109,69261331,10
342039845,30272604,34351553,11
331613711,43194082,94979222,34
693321187,96563162,28543063,12
270844419,57327118,17671588,36
393759058,52859231,51871146,49
909768837,41860125,11456970,41
110239702,61362370,56115033,23
328582578,20532742,24965402,42
338157804,36392370,53078984,11
229669810,83395032,42422116,31
137438817,97348623,17108088,10
339204994,37794915,14786014,39
479309697,26563082,33657562,14
563947020,66919687,42009428,29
265142509,88621894,86727200,43
402419378,72279605,38944500,35
676966427,64394123,52980676,18
950415994,79278124,22544981,10
226456754,90470133,60255394,48
469894720,66067602,40850740,10
463123024,94617575,34619251,15
876098094,11399854,74643746,6
596488503,25441176,99202596,34
246349453,47155816,57431442,10
725441821,46502835,62887122,19
886119841,28333793,60205052,18
448663172,98752855,46589239,10
592293660,67636659,29171909,43
907758863,96182913,16575241,11
646854509,21696353,68959975,8
722726802,44690812,27002418,11
592582249,64682980,47160501,3
992244466,78495565,24848710,37
502373680,81161536,86565323,25
390068297,61793340,21939598,38
322102200,31366615,56264915,17
929072706,89407993,86044303,5
619017006,42168088,28727584,47
221688713,58950324,56217409,4
409963185,25743937,79999134,44
110615398,35508134,34019888,26
406903708,65151684,51556984,8
236318835,29139636,87339442,8
752624010,17808661,48586336,26
204303707,95170494,85944840,22
847994393,58217222,60597115,19
580026967,20094786,31059157,12
489470992,13648811,68012465,10
321699846,75057925,77452692,18
752907144,31480820,84575722,24
848668962,90942209,45041698,38
706832915,99014262,77915532,45
973522211,81919356,95075400,50
920964358,39633567,64315782,13
305971660,26953934,87691018,5
858983886,69091231,96179046,2
788417144,21278794,28863597,18
210510477,19984170,18282589,11
487410448,34046869,29938370,2
560937849,27196902,37272799,17
205112806,21980170,34309771,7
995280380,79062741,87068629,37
639628613,56027722,26891283,17
233010816,90332771,59283202,13
488267252,21038846,51345510,47
143815333,20588808,80293723,12
503127472,49678445,79928303,37
217273737,27745085,47154029,3
516751066,51207234,94961863,19
594751992,67271036,51403726,19
337127421,73641966,65496179,44
572373415,27282978,69326176,40
628466053,63870084,86009648,15
943597949,61722970,14854588,31
984266775,64392773,42658761,11
830517930,61960738,11458008,45
244095265,10166914,64084988,22
227419677,43715168,83728639,29
890162844,47644377,17816869,17
249728530,11052282,48581959,46
310542072,65414900,57796840,35
221964984,68705446,35204941,5
268930067,31320613,33168655,11
